snapshot_date,store_id,product_id,dept_id,quantity_on_hand,quantity_on_order,reorder_point,days_of_supply,shrinkage_units,unit_cost_usd,inventory_value_usd,last_received_date
2023-12-31,STR-0026,PRD-000478,D03,3273,1092,275,106.3,11,642.1,2101593.3,2023-12-02
2023-12-31,STR-0026,PRD-000450,D03,1178,1651,11,33.3,27,712.82,839701.96,2023-11-28
2023-12-31,STR-0026,PRD-002098,D09,156,1315,365,120.3,45,576.28,89899.68,2023-12-26
2023-12-31,STR-0026,PRD-001697,D07,4497,624,490,128.4,12,646.49,2907265.53,2023-11-22
2023-12-31,STR-0026,PRD-001185,D06,4386,440,111,108.1,43,112.04,491407.44,2023-11-24
2023-12-31,STR-0026,PRD-001631,D07,3346,974,426,384.0,36,480.38,1607351.48,2023-12-23
2023-12-31,STR-0026,PRD-001836,D08,2351,592,31,62.2,1,561.16,1319287.16,2023-11-23
2023-12-31,STR-0026,PRD-001712,D07,2273,1746,235,50.6,15,638.9,1452219.7,2023-12-10
2023-12-31,STR-0026,PRD-001662,D07,3639,381,249,80.6,27,187.67,682931.13,2023-11-14
2023-12-31,STR-0026,PRD-002389,D10,4261,1739,263,309.8,37,313.31,1335013.91,2023-12-06
2023-12-31,STR-0026,PRD-001198,D06,1421,722,96,37.3,14,722.06,1026047.26,2023-11-06
2023-12-31,STR-0026,PRD-000445,D02,2141,340,484,290.1,33,431.47,923777.27,2023-12-14
2023-12-31,STR-0026,PRD-001458,D07,1335,1342,319,132.8,31,639.37,853558.95,2023-12-08
2023-12-31,STR-0026,PRD-001941,D09,3051,79,271,74.0,15,563.92,1720519.92,2023-11-13
2023-12-31,STR-0026,PRD-001855,D08,2543,452,365,74.0,34,280.87,714252.41,2023-12-24
2023-12-31,STR-0026,PRD-001026,D05,3394,1810,477,109.3,44,76.49,259607.06,2023-12-25
2023-12-31,STR-0026,PRD-001307,D06,1748,642,158,51.8,50,463.35,809935.8,2023-11-04
2023-12-31,STR-0026,PRD-002376,D10,840,818,487,23.1,46,741.43,622801.2,2023-11-04
2023-12-31,STR-0026,PRD-002125,D09,2410,533,180,79.9,50,612.45,1476004.5,2023-12-14
2023-12-31,STR-0026,PRD-001626,D07,4517,295,231,151.5,5,563.7,2546232.9,2023-12-14
2023-12-31,STR-0026,PRD-000365,D02,139,1889,188,3.7,26,205.31,28538.09,2023-12-29
2023-12-31,STR-0026,PRD-001519,D07,1825,236,428,136.7,41,514.35,938688.75,2023-12-20
2023-12-31,STR-0026,PRD-001200,D06,4165,1871,273,89.3,10,619.04,2578301.6,2023-12-06
2023-12-31,STR-0026,PRD-000423,D02,2694,1610,482,55.2,13,318.57,858227.58,2023-11-21
2023-12-31,STR-0026,PRD-001394,D06,706,1329,382,96.3,2,693.09,489321.54,2023-11-30
2023-12-31,STR-0026,PRD-000934,D04,2855,552,467,251.5,40,696.4,1988222.0,2023-12-02
2023-12-31,STR-0026,PRD-000441,D02,3720,1520,396,99.6,10,700.38,2605413.6,2023-12-11
2023-12-31,STR-0026,PRD-000415,D02,1249,1881,336,76.5,11,674.18,842050.82,2023-12-07
2023-12-31,STR-0026,PRD-001449,D07,3820,924,30,615.0,8,186.07,710787.4,2023-12-25
2023-12-31,STR-0026,PRD-001950,D09,10,585,51,0.6,12,283.7,2837.0,2023-12-04
2023-12-31,STR-0026,PRD-001072,D05,1545,1354,385,1507.1,1,192.45,297335.25,2023-12-24
2023-12-31,STR-0026,PRD-000258,D02,3579,931,294,809.2,23,708.99,2537475.21,2023-12-18
2023-12-31,STR-0026,PRD-000191,D01,1611,332,194,65.1,39,165.57,880219.79,2023-12-12
2023-12-31,STR-0026,PRD-001624,D07,3085,1478,274,126.0,50,573.81,1770203.85,2023-12-03
2023-12-31,STR-0026,PRD-001843,D08,1939,1826,479,459.2,25,415.39,805441.21,2023-11-17
2023-12-31,STR-0026,PRD-000374,D02,4455,525,155,222.2,12,143.1,637510.5,2023-12-11
2023-12-31,STR-0026,PRD-001945,D09,1881,612,197,48.2,21,767.88,1444382.28,2023-12-27
2023-12-31,STR-0026,PRD-002095,D09,1890,1168,17,84.5,24,282.19,533339.1,2023-11-26
2023-12-31,STR-0026,PRD-001246,D06,1110,1630,373,27.0,29,368.52,409057.2,2023-11-09
2023-12-31,STR-0026,PRD-001119,D05,882,363,295,24.0,6,73.7,65003.4,2023-12-27
2023-12-31,STR-0026,PRD-001350,D06,4103,143,317,95.0,42,181.89,746294.67,2023-12-17
2023-12-31,STR-0026,PRD-001615,D07,973,452,318,28.4,5,577.8,562199.4,2023-11-01
2023-12-31,STR-0026,PRD-001400,D06,4505,1031,366,134.3,1,208.03,937175.15,2023-11-26
2023-12-31,STR-0026,PRD-001477,D07,-485,488,96,14.4,17,635.64,1017341.82,2023-12-29
2023-12-31,STR-0026,PRD-000396,D02,4033,185,95,296.3,33,349.34,4649331.13,2023-11-08
2023-12-31,STR-0026,PRD-000237,D02,4084,765,179,96.7,27,450.17,1838494.28,2023-11-11
2023-12-31,STR-0026,PRD-000489,D03,2047,1034,360,126.9,37,286.46,586383.62,2023-12-28
2023-12-31,STR-0026,PRD-001828,D08,1867,488,438,121.8,22,669.55,1250049.85,2023-11-27
2023-12-31,STR-0026,PRD-002247,D10,1408,1074,142,577.7,22,172.45,242809.6,2023-11-10
2023-12-31,STR-0026,PRD-001599,D07,2589,1519,243,134.2,30,496.98,1286681.22,2023-11-21
2023-12-31,STR-0026,PRD-000283,D02,3550,954,215,263.6,47,74.04,262842.0,2023-12-18
2023-12-31,STR-0026,PRD-000532,D03,3994,360,357,113.5,20,352.27,1406966.38,2023-11-17
2023-12-31,STR-0027,PRD-000374,D02,3375,1007,37,70.4,39,143.1,482962.5,2023-11-07
2023-12-31,STR-0027,PRD-000085,D01,3474,1594,129,375.0,18,338.75,1176817.5,2023-11-30
2023-12-31,STR-0027,PRD-000181,D01,3830,44,294,130.1,3,383.08,1467196.4,2023-11-10
2023-12-31,STR-0027,PRD-002412,D10,3516,1726,381,77.3,40,474.37,5504020.24,2023-12-01
2023-12-31,STR-0027,PRD-001458,D07,1178,603,215,32.9,9,639.37,2485486.94,2023-12-19
2023-12-31,STR-0027,PRD-001838,D08,2947,541,95,131.3,43,647.59,1908447.73,2023-11-03
2023-12-31,STR-0027,PRD-000069,D01,3204,522,293,145.2,3,735.03,7771619.2,2023-12-11
2023-12-31,STR-0027,PRD-000018,D01,4709,1855,486,155.2,29,544.67,2564851.03,2023-12-01
2023-12-31,STR-0027,PRD-001222,D06,3456,1746,116,534.9,31,98.7,341107.2,2023-12-01
2023-12-31,STR-0027,PRD-000296,D02,4655,230,180,171.5,47,509.28,2370698.4,2023-11-17
2023-12-31,STR-0027,PRD-001435,D07,2432,1675,80,225.5,47,563.73,1370991.36,2023-12-24
2023-12-31,STR-0027,PRD-002014,D09,4925,829,125,1131.7,8,222.33,1094975.25,2023-11-06
2023-12-31,STR-0027,PRD-001264,D06,264,1724,306,25.3,26,674.47,178060.08,2023-12-19
2023-12-31,STR-0027,PRD-000988,D05,1468,1209,319,57.1,11,306.67,450191.56,2023-11-05
2023-12-31,STR-0027,PRD-000722,D04,4814,260,287,132.8,50,36.2,174266.8,2023-11-28
2023-12-31,STR-0027,PRD-001166,D05,425,1392,304,15.0,42,672.46,285795.5,2023-12-27
2023-12-31,STR-0027,PRD-000794,D04,1770,1747,192,39.9,31,544.17,963180.9,2023-11-11
2023-12-31,STR-0027,PRD-000298,D02,3588,1381,212,103.9,32,239.42,859038.96,2023-12-08
2023-12-31,STR-0027,PRD-000953,D04,4529,959,444,113.7,31,135.48,613588.92,2023-12-17
2023-12-31,STR-0027,PRD-001731,D08,1193,1034,117,26.0,24,38.21,45584.53,2023-12-09
2023-12-31,STR-0027,PRD-000909,D04,1354,1089,351,51.8,18,772.79,1046357.66,2023-12-21
2023-12-31,STR-0027,PRD-000987,D05,775,900,148,19.7,18,100.17,77631.75,2023-12-15
2023-12-31,STR-0027,PRD-001119,D05,844,1878,132,25.7,8,73.7,62202.8,2023-12-06
2023-12-31,STR-0027,PRD-002394,D10,581,1123,158,16.3,6,108.07,62788.67,2023-12-15
2023-12-31,STR-0027,PRD-001483,D07,2320,734,455,59.9,22,127.15,294988.0,2023-12-08
2023-12-31,STR-0027,PRD-002228,D09,4919,678,210,112.5,11,468.76,2305830.44,2023-11-09
2023-12-31,STR-0027,PRD-001162,D05,3773,694,226,77.3,0,358.97,1354393.81,2023-12-19
2023-12-31,STR-0027,PRD-002114,D09,2959,1516,323,85.7,10,349.0,1032691.0,2023-11-19
2023-12-31,STR-0027,PRD-001112,D05,2546,1268,337,295.8,6,583.42,1485387.32,2023-12-01
2023-12-31,STR-0027,PRD-001985,D09,1784,266,27,43.7,45,137.86,245942.24,2023-12-10
2023-12-31,STR-0027,PRD-000924,D04,562,933,429,18.2,44,376.59,211643.58,2023-12-19
2023-12-31,STR-0027,PRD-000608,D03,4346,1480,462,110.6,26,669.79,2910907.34,2023-12-03
2023-12-31,STR-0027,PRD-000145,D01,816,101,453,39.3,38,727.17,593370.72,2023-12-01
2023-12-31,STR-0027,PRD-002303,D10,3174,1020,84,174.3,8,186.36,591506.64,2023-12-07
2023-12-31,STR-0027,PRD-001488,D07,850,1593,338,39.9,25,145.55,123717.5,2023-12-03
2023-12-31,STR-0027,PRD-001008,D05,3803,1513,210,92.7,43,742.56,2823955.68,2023-12-05
2023-12-31,STR-0027,PRD-002117,D09,2724,777,125,98.9,43,108.94,296752.56,2023-11-11
2023-12-31,STR-0027,PRD-001246,D06,4935,663,237,201.5,23,368.52,1818646.2,2023-11-23
2023-12-31,STR-0027,PRD-000066,D01,1173,221,412,26.2,2,706.64,828888.72,2023-12-22
2023-12-31,STR-0027,PRD-000677,D03,1804,481,192,86.6,41,520.09,938242.36,2023-12-09
2023-12-31,STR-0027,PRD-001056,D05,-3315,1252,492,83.2,31,13.54,44885.1,2023-12-26
2023-12-31,STR-0027,PRD-002149,D09,2250,164,203,171.2,7,497.38,1119105.0,2023-11-22
2023-12-31,STR-0027,PRD-000735,D04,2072,247,248,88.3,41,325.61,674663.92,2023-11-19
2023-12-31,STR-0027,PRD-002444,D10,876,40,118,46.2,17,151.33,132565.08,2023-11-11
2023-12-31,STR-0027,PRD-001172,D05,3948,1539,91,136.8,25,513.27,2026389.96,2023-11-28
2023-12-31,STR-0027,PRD-000264,D02,1508,1467,180,56.3,33,750.15,1131226.2,2023-11-17
2023-12-31,STR-0027,PRD-002063,D09,-2270,1291,464,453.5,34,105.8,240166.0,2023-12-24
2023-12-31,STR-0027,PRD-001589,D07,476,1035,235,13.4,9,496.68,236419.68,2023-11-07
2023-12-31,STR-0027,PRD-000228,D02,4888,392,39,485.3,14,545.06,2664253.28,2023-11-07
2023-12-31,STR-0027,PRD-001725,D08,638,404,396,12.9,24,11.33,7228.54,2023-11-03
2023-12-31,STR-0027,PRD-001902,D08,4007,1773,72,89.7,23,191.27,766418.89,2023-12-28
2023-12-31,STR-0027,PRD-001610,D07,2730,1559,369,113.5,27,281.64,2537294.76,2023-12-28
2023-12-31,STR-0027,PRD-002164,D09,2366,1771,100,196.1,22,413.86,3231336.11,2023-12-07
2023-12-31,STR-0027,PRD-001230,D06,4562,785,284,115.1,37,594.63,2712702.06,2023-11-26
2023-12-31,STR-0027,PRD-001734,D08,125,1773,32,5.4,7,118.85,14856.25,2023-11-11
2023-12-31,STR-0027,PRD-001086,D05,171,1811,493,8.3,44,752.95,128754.45,2023-12-14
2023-12-31,STR-0027,PRD-002024,D09,2991,1816,35,133.4,18,490.06,1465769.46,2023-11-30
2023-12-31,STR-0027,PRD-001799,D08,205,1982,365,191.7,32,398.45,81682.25,2023-12-16
2023-12-31,STR-0027,PRD-001601,D07,3935,1811,443,128.0,9,400.18,1574708.3,2023-12-27
2023-12-31,STR-0027,PRD-001710,D07,1172,199,161,50.3,18,241.14,282616.08,2023-12-17
2023-12-31,STR-0027,PRD-001534,D07,4837,339,258,97.8,46,598.23,2893638.51,2023-12-27
2023-12-31,STR-0027,PRD-000508,D03,1645,1453,490,38.9,16,554.58,912284.1,2023-12-17
2023-12-31,STR-0027,PRD-000720,D04,2845,1578,95,68.6,4,98.14,279208.3,2023-11-27
2023-12-31,STR-0027,PRD-000193,D01,4679,1681,16,189.5,11,401.45,1878384.55,2023-11-25
2023-12-31,STR-0027,PRD-000170,D01,4706,1415,116,95.7,1,61.8,290830.8,2023-12-16
2023-12-31,STR-0027,PRD-000063,D01,2472,160,416,90.2,35,1.32,3263.04,2023-11-25
2023-12-31,STR-0027,PRD-000529,D03,223,769,66,10.5,45,81.07,59659.41,2023-11-11
2023-12-31,STR-0027,PRD-002370,D10,4336,1359,300,124.8,4,61.83,268094.88,2023-12-21
2023-12-31,STR-0027,PRD-000318,D02,228,1188,59,6.5,47,663.16,151200.48,2023-11-13
2023-12-31,STR-0027,PRD-000540,D03,1150,620,98,107.4,41,270.95,311592.5,2023-12-26
2023-12-31,STR-0027,PRD-001882,D08,2514,1381,63,62.1,11,513.4,1290687.6,2023-11-05
2023-12-31,STR-0027,PRD-000173,D01,4299,1154,230,94.9,30,85.16,366102.84,2023-12-25
2023-12-31,STR-0027,PRD-000605,D03,3925,1250,163,80.3,1,92.27,362159.75,2023-12-24
2023-12-31,STR-0027,PRD-001790,D08,1453,542,425,184.8,8,792.94,1152141.82,2023-11-25
2023-12-31,STR-0027,PRD-000473,D03,4736,1859,489,120.2,42,89.47,423729.92,2023-12-09
2023-12-31,STR-0027,PRD-000474,D03,1032,1011,477,23.6,45,34.75,35862.0,2023-11-21
2023-12-31,STR-0027,PRD-000688,D03,1721,1477,247,74.5,38,486.37,837042.77,2023-11-10
2023-12-31,STR-0027,PRD-001852,D08,103,104,294,2.7,33,304.24,31336.72,2023-11-07
2023-12-31,STR-0027,PRD-001614,D07,4691,1151,336,284.4,26,141.0,661431.0,2023-12-23
2023-12-31,STR-0027,PRD-001633,D07,4709,1551,194,123.6,34,107.16,504616.44,2023-12-06
2023-12-31,STR-0027,PRD-000218,D01,3383,1572,430,85.8,2,687.0,2324121.0,2023-11-10
2023-12-31,STR-0027,PRD-002095,D09,310,112,294,16.8,7,282.19,87478.9,2023-12-22
2023-12-31,STR-0027,PRD-002491,D10,767,1098,457,16.4,43,327.2,250962.4,2023-11-25
2023-12-31,STR-0027,PRD-000575,D03,1319,1939,88,72.0,18,470.09,620048.71,2023-12-17
2023-12-31,STR-0027,PRD-001567,D07,2373,1387,312,202.2,16,30.39,72115.47,2023-12-10
2023-12-31,STR-0027,PRD-000983,D05,76,271,277,8.3,38,406.17,30868.92,2023-11-20
2023-12-31,STR-0027,PRD-002201,D09,4439,1291,345,96.5,15,498.65,2213507.35,2023-11-04
2023-12-31,STR-0027,PRD-001711,D07,709,1427,330,48.0,7,648.65,459892.85,2023-12-19
2023-12-31,STR-0027,PRD-000676,D03,3966,914,150,108.4,38,379.73,1506009.18,2023-11-05
2023-12-31,STR-0027,PRD-000159,D01,1787,1288,453,38.8,2,743.44,1328527.28,2023-12-16
2023-12-31,STR-0027,PRD-000036,D01,4203,1156,454,174.9,48,774.19,3253920.57,2023-12-05
2023-12-31,STR-0027,PRD-000941,D04,3013,1556,176,314.0,29,232.78,701366.14,2023-12-05
2023-12-31,STR-0027,PRD-000736,D04,2328,202,433,121.4,35,4.31,10033.68,2023-12-11
2023-12-31,STR-0027,PRD-000525,D03,904,646,57,34.6,2,306.77,277320.08,2023-12-12
2023-12-31,STR-0027,PRD-000805,D04,3381,1754,269,82.5,46,352.4,1191464.4,2023-12-23
2023-12-31,STR-0027,PRD-000626,D03,2561,641,164,231.3,10,2.64,6761.04,2023-11-04
2023-12-31,STR-0027,PRD-002497,D10,884,697,465,31.8,33,563.53,1643929.72,2023-11-04
2023-12-31,STR-0027,PRD-001723,D08,1538,232,377,39.3,2,207.72,319473.36,2023-11-12
2023-12-31,STR-0027,PRD-001916,D08,-2501,334,267,94.5,42,683.71,1709958.71,2023-11-24
2023-12-31,STR-0027,PRD-000091,D01,2104,868,431,338.6,41,391.68,824094.72,2023-12-28
2023-12-31,STR-0027,PRD-000553,D03,2887,1396,372,92.5,45,537.95,1553061.65,2023-11-29
2023-12-31,STR-0027,PRD-001833,D08,3162,1039,112,67.8,29,646.99,2045782.38,2023-11-09
2023-12-31,STR-0027,PRD-001191,D06,2839,248,337,60.6,43,590.55,1676571.45,2023-12-09
2023-12-31,STR-0027,PRD-001464,D07,-2007,1318,233,70.1,28,366.32,735204.24,2023-12-27
2023-12-31,STR-0027,PRD-001868,D08,4181,688,392,99.2,45,193.45,808814.45,2023-11-26
2023-12-31,STR-0027,PRD-000715,D04,2074,545,394,104.3,2,194.63,403662.62,2023-12-06
2023-12-31,STR-0027,PRD-001090,D05,4786,1285,161,163.1,38,180.25,862676.5,2023-11-25
2023-12-31,STR-0027,PRD-001418,D07,4127,1464,50,119.3,36,290.91,1200585.57,2023-12-05
2023-12-31,STR-0027,PRD-000475,D03,1979,1067,433,69.7,34,232.97,461047.63,2023-11-13
2023-12-31,STR-0027,PRD-000958,D04,2062,1854,47,82.1,44,369.24,761372.88,2023-12-26
2023-12-31,STR-0027,PRD-000692,D03,2543,1283,151,370.6,24,368.14,936180.02,2023-11-04
2023-12-31,STR-0027,PRD-001944,D09,3769,1927,346,123.4,8,594.98,2242479.62,2023-11-17
2023-12-31,STR-0027,PRD-002238,D10,1178,1539,80,72.2,45,436.24,513890.72,2023-11-15
2023-12-31,STR-0027,PRD-000042,D01,1941,1806,480,144.4,27,770.14,1494841.74,2023-12-10
2023-12-31,STR-0027,PRD-000520,D03,3457,370,158,105.4,25,87.73,303282.61,2023-12-02
2023-12-31,STR-0027,PRD-001787,D08,25,447,494,2.8,27,498.92,12473.0,2023-12-10
2023-12-31,STR-0027,PRD-000545,D03,1612,166,44,37.0,6,86.46,139373.52,2023-11-22
2023-12-31,STR-0027,PRD-000957,D04,1463,1111,380,30.7,4,31.07,45455.41,2023-11-26
2023-12-31,STR-0027,PRD-001321,D06,3468,506,321,92.1,40,201.64,699287.52,2023-12-11
2023-12-31,STR-0027,PRD-000791,D04,2230,1056,272,50.2,8,336.13,2473580.67,2023-11-20
2023-12-31,STR-0027,PRD-000514,D03,1922,999,337,42.7,28,4.11,7899.42,2023-12-04
2023-12-31,STR-0027,PRD-002234,D09,1440,1039,165,858.3,47,737.46,1061942.4,2023-12-28
2023-12-31,STR-0027,PRD-001114,D05,4571,881,114,247.0,3,793.61,3627591.31,2023-12-05
2023-12-31,STR-0027,PRD-001468,D07,2116,1051,459,47.5,47,256.79,543367.64,2023-11-08
2023-12-31,STR-0027,PRD-002165,D09,1862,28,358,1780.1,5,359.9,670133.8,2023-12-06
2023-12-31,STR-0027,PRD-002242,D10,2850,206,397,57.9,0,454.46,1295211.0,2023-12-16
2023-12-31,STR-0027,PRD-000654,D03,4044,1030,167,91.0,14,707.28,2860240.32,2023-11-16
2023-12-31,STR-0027,PRD-002106,D09,949,167,394,115.7,4,654.05,620693.45,2023-11-08
2023-12-31,STR-0027,PRD-000476,D03,203,1643,209,106.0,36,83.58,16966.74,2023-11-29
2023-12-31,STR-0027,PRD-002474,D10,3951,1460,490,433.1,2,43.71,172698.21,2023-11-11
2023-12-31,STR-0028,PRD-002250,D10,899,446,114,82.6,44,242.54,218043.46,2023-11-12
2023-12-31,STR-0028,PRD-002070,D09,643,1174,17,95.7,26,783.44,503751.92,2023-11-19
2023-12-31,STR-0028,PRD-000149,D01,776,1698,46,21.6,6,258.83,200852.08,2023-11-19
2023-12-31,STR-0028,PRD-002183,D09,4420,384,131,94.7,22,49.62,219320.4,2023-11-14
2023-12-31,STR-0028,PRD-001296,D06,2183,1382,443,44.4,1,512.17,1118067.11,2023-11-08
2023-12-31,STR-0028,PRD-000967,D05,3419,563,119,117.3,32,323.76,1106935.44,2023-11-02
2023-12-31,STR-0028,PRD-001971,D09,1558,592,346,163.4,41,428.86,668163.88,2023-11-01
2023-12-31,STR-0028,PRD-001807,D08,585,479,376,12.8,24,747.61,437351.85,2023-11-16
2023-12-31,STR-0028,PRD-001114,D05,3758,1275,379,447.5,23,793.61,2982386.38,2023-11-27
2023-12-31,STR-0028,PRD-002100,D09,2849,1634,101,218.0,22,622.2,1772647.8,2023-12-18
2023-12-31,STR-0028,PRD-001718,D08,2401,71,492,116.3,19,767.66,1843151.66,2023-12-23
2023-12-31,STR-0028,PRD-000606,D03,1778,577,366,125.6,34,484.1,2840408.34,2023-12-19
2023-12-31,STR-0028,PRD-000157,D01,1706,1896,251,204.4,14,7.78,13272.68,2023-12-13
2023-12-31,STR-0028,PRD-002195,D09,605,788,194,71.6,36,450.85,272764.25,2023-12-01
2023-12-31,STR-0028,PRD-001291,D06,3228,1977,293,157.2,14,254.38,821138.64,2023-12-09
2023-12-31,STR-0028,PRD-001659,D07,843,597,105,24.6,19,270.57,228090.51,2023-11-17
2023-12-31,STR-0028,PRD-001724,D08,1706,823,329,326.2,14,619.77,3489181.15,2023-12-25
2023-12-31,STR-0028,PRD-000126,D01,727,852,254,28.4,9,11.09,8062.43,2023-11-04
2023-12-31,STR-0028,PRD-000035,D01,3386,1896,191,186.3,36,591.36,2002344.96,2023-11-26
2023-12-31,STR-0028,PRD-001385,D06,988,1323,300,75.1,38,11.44,11302.72,2023-11-09
2023-12-31,STR-0028,PRD-001184,D06,2620,1027,216,142.5,40,694.42,1819380.4,2023-12-24
2023-12-31,STR-0028,PRD-001168,D05,4726,1162,376,904.6,21,783.58,12220556.96,2023-11-05
2023-12-31,STR-0028,PRD-002413,D10,725,11,90,155.2,41,86.87,62980.75,2023-12-07
2023-12-31,STR-0028,PRD-001393,D06,1219,1161,282,102.5,50,239.79,292304.01,2023-11-11
2023-12-31,STR-0028,PRD-001928,D08,606,1988,109,170.4,45,588.44,356594.64,2023-11-06
2023-12-31,STR-0028,PRD-001691,D07,3852,1644,230,235.5,47,285.69,1100477.88,2023-11-19
2023-12-31,STR-0028,PRD-001368,D06,-3526,997,37,341.1,47,562.93,1984891.18,2023-12-28
2023-12-31,STR-0028,PRD-001129,D05,1574,859,31,34.8,35,152.79,240491.46,2023-12-20
2023-12-31,STR-0028,PRD-000302,D02,2713,1719,424,157.0,36,568.49,1542313.37,2023-12-21
2023-12-31,STR-0028,PRD-001151,D05,3813,51,475,3328.2,23,564.0,2150532.0,2023-12-15
2023-12-31,STR-0028,PRD-002357,D10,501,74,55,32.0,29,660.07,330695.07,2023-11-14
2023-12-31,STR-0028,PRD-000267,D02,839,1113,418,74.1,12,72.21,60584.19,2023-12-14
2023-12-31,STR-0028,PRD-000818,D04,4676,1974,441,192.9,17,109.52,512115.52,2023-11-13
2023-12-31,STR-0028,PRD-001962,D09,3654,53,186,92.4,47,644.91,2356501.14,2023-11-15
2023-12-31,STR-0028,PRD-001700,D07,3950,1495,46,96.0,17,188.83,745878.5,2023-12-24
2023-12-31,STR-0028,PRD-002122,D09,4609,1343,443,3802.9,43,578.31,2665430.79,2023-12-28
2023-12-31,STR-0028,PRD-000171,D01,3093,1260,358,94.1,25,771.83,2387270.19,2023-12-02
2023-12-31,STR-0028,PRD-001039,D05,4392,1681,456,316.4,25,518.96,2279272.32,2023-11-20
2023-12-31,STR-0028,PRD-002041,D09,1942,239,224,42.9,23,719.7,1397657.4,2023-12-09
2023-12-31,STR-0028,PRD-002088,D09,4393,1972,54,1409.5,32,548.53,2409692.29,2023-11-21
2023-12-31,STR-0028,PRD-001714,D07,2327,312,339,77.0,27,642.26,1494539.02,2023-11-16
2023-12-31,STR-0028,PRD-000091,D01,2904,1602,439,123.8,30,391.68,1137438.72,2023-11-24
2023-12-31,STR-0028,PRD-002456,D10,4944,845,63,313.9,28,200.57,991618.08,2023-11-20
2023-12-31,STR-0028,PRD-000364,D02,2549,894,243,68.4,43,256.42,653614.58,2023-12-23
2023-12-31,STR-0028,PRD-000649,D03,2577,1058,218,67.1,25,632.56,1630107.12,2023-11-19
2023-12-31,STR-0028,PRD-002004,D09,2015,1179,382,102.2,3,552.76,1113811.4,2023-11-22
2023-12-31,STR-0028,PRD-002287,D10,3024,427,488,104.7,26,118.77,359160.48,2023-11-14
2023-12-31,STR-0028,PRD-001225,D06,2376,133,299,168.1,0,670.71,1593606.96,2023-11-18
2023-12-31,STR-0028,PRD-000334,D02,3701,677,230,125.6,43,435.69,1612488.69,2023-11-13
2023-12-31,STR-0028,PRD-000106,D01,4777,228,70,1178.1,20,445.31,2127245.87,2023-12-30
2023-12-31,STR-0028,PRD-001823,D08,2583,124,136,127.8,17,34.01,87847.83,2023-11-03
2023-12-31,STR-0028,PRD-000307,D02,3335,1454,351,77.1,32,395.65,1319492.75,2023-11-29
2023-12-31,STR-0028,PRD-001185,D06,549,631,34,15.4,34,112.04,61509.96,2023-11-04
2023-12-31,STR-0028,PRD-001138,D05,4653,1660,195,112.3,25,179.35,834515.55,2023-11-04
2023-12-31,STR-0028,PRD-002068,D09,2114,169,454,64.4,11,341.96,2385581.35,2023-12-06
2023-12-31,STR-0028,PRD-001999,D09,470,878,95,10.8,31,458.68,711412.68,2023-11-22
2023-12-31,STR-0028,PRD-001064,D05,495,964,221,115.0,44,541.6,884703.6,2023-11-25
2023-12-31,STR-0028,PRD-000431,D02,4018,1762,253,385.2,25,634.59,8414282.65,2023-11-13
2023-12-31,STR-0028,PRD-001697,D07,3120,1098,494,139.0,44,646.49,2017048.8,2023-11-19
2023-12-31,STR-0028,PRD-000672,D03,2182,242,322,154.9,49,247.05,539063.1,2023-12-29
2023-12-31,STR-0028,PRD-001330,D06,2783,1337,369,120.3,1,615.13,1711906.79,2023-12-06
2023-12-31,STR-0028,PRD-000651,D03,1754,346,294,43.6,21,595.11,3444615.7,2023-11-02
2023-12-31,STR-0028,PRD-002418,D10,2676,1114,84,477.7,35,158.84,425055.84,2023-12-06
2023-12-31,STR-0028,PRD-001921,D08,2642,823,88,82.3,14,339.66,897381.72,2023-11-28
2023-12-31,STR-0028,PRD-000781,D04,3301,942,395,72.9,7,169.86,560707.86,2023-11-21
2023-12-31,STR-0028,PRD-000614,D03,1206,809,138,298.1,24,631.68,761806.08,2023-12-27
2023-12-31,STR-0028,PRD-001613,D07,4416,433,397,583.7,4,710.14,3135978.24,2023-11-04
2023-12-31,STR-0028,PRD-001947,D09,2382,1322,482,408.7,49,88.65,211164.3,2023-11-05
2023-12-31,STR-0028,PRD-001171,D05,4885,1639,324,161.0,13,196.94,962051.9,2023-11-13
2023-12-31,STR-0028,PRD-001989,D09,1173,802,82,25.8,41,718.31,842577.63,2023-12-23
2023-12-31,STR-0028,PRD-000284,D02,2088,352,68,198.1,16,456.19,952524.72,2023-12-29
2023-12-31,STR-0028,PRD-000249,D02,3670,1828,324,198.6,41,127.69,468622.3,2023-11-22
2023-12-31,STR-0028,PRD-000976,D05,4714,1775,247,153.0,7,508.28,2396031.92,2023-12-26
2023-12-31,STR-0028,PRD-000478,D03,1398,6,326,106.0,14,642.1,897655.8,2023-12-17
2023-12-31,STR-0028,PRD-000620,D03,1816,1766,230,64.1,5,496.78,902152.48,2023-11-16
2023-12-31,STR-0028,PRD-001845,D08,4026,1508,66,952.4,46,631.55,2542620.3,2023-11-22
2023-12-31,STR-0028,PRD-000725,D04,1314,929,308,41.2,10,497.91,654253.74,2023-11-04
2023-12-31,STR-0028,PRD-001839,D08,4052,720,64,145.6,27,198.16,802944.32,2023-12-17
2023-12-31,STR-0028,PRD-000252,D02,3783,1913,495,183.7,13,283.57,1072745.31,2023-12-10
2023-12-31,STR-0028,PRD-000013,D01,2400,1531,315,67.0,41,466.03,1118472.0,2023-11-02
2023-12-31,STR-0028,PRD-002106,D09,619,480,372,13.6,37,654.05,404856.95,2023-12-16
