product_id,product_name,dept_id,dept_name,category,supplier_id,sku,unit_cost_usd,unit_price_usd,reorder_point,is_perishable,status
PRD-001256,Makeup Item 1256,D06,Beauty & Personal Care,Makeup,SUP-013,SKU-0001256,283.79,584.73,286,0,Seasonal
PRD-001257,Makeup Item 1257,D06,Beauty & Personal Care,Makeup,SUP-009,SKU-0001257,419.55,689.24,34,0,Active
PRD-001258,Skincare Item 1258,D06,Beauty & Personal Care,Skincare,SUP-015,SKU-0001258,646.66,780.67,474,0,Seasonal
PRD-001259,Skincare Item 1259,D06,Beauty & Personal Care,Skincare,SUP-011,SKU-0001259,178.89,446.02,345,0,Active
PRD-001260,Makeup Item 1260,D06,Beauty & Personal Care,Makeup,SUP-015,SKU-0001260,510.77,1389.7,294,0,Discontinued
PRD-001261,Skincare Item 1261,D06,Beauty & Personal Care,Skincare,SUP-006,SKU-0001261,573.59,1535.81,349,0,Active
PRD-001262,Fragrances Item 1262,D06,Beauty & Personal Care,Fragrances,SUP-009,SKU-0001262,692.17,484.52,366,0,Active
PRD-001263,Makeup Item 1263,D06,Beauty & Personal Care,Makeup,SUP-014,SKU-0001263,209.6,342.93,157,0,Active
PRD-001264,Makeup Item 1264,D06,Beauty & Personal Care,Makeup,SUP-011,SKU-0001264,674.47,1296.24,261,0,Active
PRD-001265,Fragrances Item 1265,D06,Beauty & Personal Care,Fragrances,SUP-002,SKU-0001265,479.33,880.99,381,0,Discontinued
PRD-001266,Haircare Item 1266,D06,Beauty & Personal Care,Haircare,SUP-012,SKU-0001266,756.84,1743.21,379,0,Seasonal
PRD-001267,Haircare Item 1267,D06,Beauty & Personal Care,Haircare,SUP-001,SKU-0001267,355.3,851.6,458,0,Discontinued
PRD-001268,Skincare Item 1268,D06,Beauty & Personal Care,Skincare,SUP-006,SKU-0001268,298.59,1042.27,342,0,Active
PRD-001269,Haircare Item 1269,D06,Beauty & Personal Care,Haircare,SUP-005,SKU-0001269,566.41,1597.83,128,0,Seasonal
PRD-001270,Makeup Item 1270,D06,Beauty & Personal Care,Makeup,SUP-015,SKU-0001270,607.68,425.38,114,0,Active
PRD-001271,Makeup Item 1271,D06,Beauty & Personal Care,Makeup,SUP-007,SKU-0001271,504.09,1344.08,198,0,Discontinued
PRD-001272,Makeup Item 1272,D06,Beauty & Personal Care,Makeup,SUP-006,SKU-0001272,438.92,1071.75,451,0,Discontinued
PRD-001273,Skincare Item 1273,D06,Beauty & Personal Care,Skincare,SUP-010,SKU-0001273,129.05,267.37,476,0,Active
PRD-001274,Makeup Item 1274,D06,Beauty & Personal Care,Makeup,SUP-013,SKU-0001274,605.91,923.79,179,0,Discontinued
PRD-001275,Fragrances Item 1275,D06,Beauty & Personal Care,Fragrances,SUP-003,SKU-0001275,651.11,2225.33,417,0,Seasonal
PRD-001276,Haircare Item 1276,D06,Beauty & Personal Care,Haircare,SUP-004,SKU-0001276,244.93,700.87,146,0,Discontinued
PRD-001277,Haircare Item 1277,D06,Beauty & Personal Care,Haircare,SUP-006,SKU-0001277,288.27,339.4,110,0,Seasonal
PRD-001278,Skincare Item 1278,D06,Beauty & Personal Care,Skincare,SUP-002,SKU-0001278,676.38,2190.4,331,0,Active
PRD-001279,Skincare Item 1279,D06,Beauty & Personal Care,Skincare,SUP-003,SKU-0001279,359.91,913.45,246,0,Seasonal
PRD-001280,Fragrances Item 1280,D06,Beauty & Personal Care,Fragrances,SUP-010,SKU-0001280,297.11,354.88,194,0,Active
PRD-001281,Fragrances Item 1281,D06,Beauty & Personal Care,Fragrances,SUP-001,SKU-0001281,320.34,436.63,283,0,Active
PRD-001282,Haircare Item 1282,D06,Beauty & Personal Care,Haircare,SUP-013,SKU-0001282,729.35,2403.47,369,0,Discontinued
PRD-001283,Skincare Item 1283,D06,Beauty & Personal Care,Skincare,SUP-010,SKU-0001283,566.31,1041.84,469,0,Active
PRD-001284,Skincare Item 1284,D06,Beauty & Personal Care,Skincare,SUP-006,SKU-0001284,592.85,1280.43,414,0,Discontinued
PRD-001285,Fragrances Item 1285,D06,Beauty & Personal Care,Fragrances,SUP-012,SKU-0001285,161.59,403.91,144,0,Active
PRD-001286,Haircare Item 1286,D06,Beauty & Personal Care,Haircare,SUP-002,SKU-0001286,773.39,2044.4,463,0,Active
PRD-001287,Fragrances Item 1287,D06,Beauty & Personal Care,Fragrances,SUP-003,SKU-0001287,33.24,47.65,305,0,Discontinued
PRD-001288,Makeup Item 1288,D06,Beauty & Personal Care,Makeup,SUP-004,SKU-0001288,534.52,737.38,51,0,Discontinued
PRD-001289,Makeup Item 1289,D06,Beauty & Personal Care,Makeup,SUP-009,SKU-0001289,32.17,107.91,295,0,Active
PRD-001290,Skincare Item 1290,D06,Beauty & Personal Care,Skincare,SUP-002,SKU-0001290,624.13,1969.89,172,0,Seasonal
PRD-001291,Makeup Item 1291,D06,Beauty & Personal Care,Makeup,SUP-007,SKU-0001291,254.38,664.42,335,0,Active
PRD-001292,Skincare Item 1292,D06,Beauty & Personal Care,Skincare,SUP-011,SKU-0001292,54.9,155.35,174,0,Active
PRD-001293,Haircare Item 1293,D06,Beauty & Personal Care,Haircare,SUP-001,SKU-0001293,795.5,1212.69,243,0,Active
PRD-001294,Makeup Item 1294,D06,Beauty & Personal Care,Makeup,SUP-012,SKU-0001294,165.89,454.0,224,0,Active
PRD-001295,Skincare Item 1295,D06,Beauty & Personal Care,Skincare,SUP-005,SKU-0001295,771.67,2628.79,500,0,Active
PRD-001296,Haircare Item 1296,D06,Beauty & Personal Care,Haircare,SUP-007,SKU-0001296,512.17,1569.45,365,0,Discontinued
PRD-001297,Skincare Item 1297,D06,Beauty & Personal Care,Skincare,SUP-008,SKU-0001297,179.33,392.53,284,0,Active
PRD-001298,Makeup Item 1298,D06,Beauty & Personal Care,Makeup,SUP-009,SKU-0001298,654.14,815.19,187,0,Active
PRD-001299,Haircare Item 1299,D06,Beauty & Personal Care,Haircare,SUP-011,SKU-0001299,732.27,1144.19,302,0,Seasonal
PRD-001300,Makeup Item 1300,D06,Beauty & Personal Care,Makeup,SUP-003,SKU-0001300,719.0,2444.18,447,0,Discontinued
PRD-001301,Skincare Item 1301,D06,Beauty & Personal Care,Skincare,SUP-002,SKU-0001301,113.81,396.73,218,0,Active
PRD-001302,Fragrances Item 1302,D06,Beauty & Personal Care,Fragrances,SUP-011,SKU-0001302,745.5,1265.33,325,0,Discontinued
PRD-001303,Haircare Item 1303,D06,Beauty & Personal Care,Haircare,SUP-005,SKU-0001303,335.87,1173.11,192,0,Active
PRD-001304,Makeup Item 1304,D06,Beauty & Personal Care,Makeup,SUP-001,SKU-0001304,254.38,801.75,327,0,Active
PRD-001305,Fragrances Item 1305,D06,Beauty & Personal Care,Fragrances,SUP-006,SKU-0001305,736.24,2087.78,306,0,Discontinued
PRD-001306,Makeup Item 1306,D06,Beauty & Personal Care,Makeup,SUP-003,SKU-0001306,723.92,887.9,98,0,Seasonal
PRD-001307,Haircare Item 1307,D06,Beauty & Personal Care,Haircare,SUP-002,SKU-0001307,463.35,547.97,141,0,Active
PRD-001308,Fragrances Item 1308,D06,Beauty & Personal Care,Fragrances,SUP-011,SKU-0001308,305.21,995.85,282,0,Seasonal
PRD-001309,Haircare Item 1309,D06,Beauty & Personal Care,Haircare,SUP-007,SKU-0001309,783.33,1993.0,135,0,Active
PRD-001310,Fragrances Item 1310,D06,Beauty & Personal Care,Fragrances,SUP-012,SKU-0001310,660.36,1833.93,397,0,Discontinued
PRD-001311,Haircare Item 1311,D06,Beauty & Personal Care,Haircare,SUP-002,SKU-0001311,216.78,444.01,92,0,Active
PRD-001312,Makeup Item 1312,D06,Beauty & Personal Care,Makeup,SUP-007,SKU-0001312,217.26,258.66,473,0,Active
PRD-001313,Haircare Item 1313,D06,Beauty & Personal Care,Haircare,SUP-009,SKU-0001313,132.21,279.18,186,0,Active
PRD-001314,Fragrances Item 1314,D06,Beauty & Personal Care,Fragrances,SUP-012,SKU-0001314,528.43,863.77,338,0,Active
PRD-001315,Skincare Item 1315,D06,Beauty & Personal Care,Skincare,SUP-008,SKU-0001315,589.51,1960.31,380,0,Active
PRD-001316,Makeup Item 1316,D06,Beauty & Personal Care,Makeup,SUP-010,SKU-0001316,196.28,679.5,481,0,Active
PRD-001317,Makeup Item 1317,D06,Beauty & Personal Care,Makeup,SUP-010,SKU-0001317,493.58,1566.82,303,0,Seasonal
PRD-001318,Fragrances Item 1318,D06,Beauty & Personal Care,Fragrances,SUP-005,SKU-0001318,592.06,686.99,498,0,Discontinued
PRD-001319,Makeup Item 1319,D06,Beauty & Personal Care,Makeup,SUP-014,SKU-0001319,356.58,816.51,132,0,Active
PRD-001320,Makeup Item 1320,D06,Beauty & Personal Care,Makeup,SUP-015,SKU-0001320,784.53,2358.28,289,0,Seasonal
PRD-001321,Fragrances Item 1321,D06,Beauty & Personal Care,Fragrances,SUP-006,SKU-0001321,201.64,516.74,415,0,Active
PRD-001322,Skincare Item 1322,D06,Beauty & Personal Care,Skincare,SUP-010,SKU-0001322,9.18,16.23,303,0,Active
PRD-001323,Haircare Item 1323,D06,Beauty & Personal Care,Haircare,SUP-004,SKU-0001323,91.07,183.95,268,0,Discontinued
PRD-001324,Makeup Item 1324,D06,Beauty & Personal Care,Makeup,SUP-012,SKU-0001324,395.84,1020.17,457,0,Seasonal
PRD-001325,Makeup Item 1325,D06,Beauty & Personal Care,Makeup,SUP-010,SKU-0001325,476.7,847.52,177,0,Seasonal
PRD-001326,Fragrances Item 1326,D06,Beauty & Personal Care,Fragrances,SUP-002,SKU-0001326,481.32,1110.14,378,0,Active
PRD-001327,Haircare Item 1327,D06,Beauty & Personal Care,Haircare,SUP-004,SKU-0001327,222.56,416.28,341,0,Active
PRD-001328,Fragrances Item 1328,D06,Beauty & Personal Care,Fragrances,SUP-003,SKU-0001328,632.55,782.3,373,0,Active
PRD-001329,Makeup Item 1329,D06,Beauty & Personal Care,Makeup,SUP-003,SKU-0001329,751.95,902.39,151,0,Active
PRD-001330,Haircare Item 1330,D06,Beauty & Personal Care,Haircare,SUP-007,SKU-0001330,615.13,2113.48,22,0,Active
PRD-001331,Skincare Item 1331,D06,Beauty & Personal Care,Skincare,SUP-010,SKU-0001331,761.74,2129.79,332,0,Discontinued
PRD-001332,Skincare Item 1332,D06,Beauty & Personal Care,Skincare,SUP-007,SKU-0001332,55.5,143.89,431,0,Active
PRD-001333,Makeup Item 1333,D06,Beauty & Personal Care,Makeup,SUP-009,SKU-0001333,60.18,113.29,112,0,Active
PRD-001334,Fragrances Item 1334,D06,Beauty & Personal Care,Fragrances,SUP-003,SKU-0001334,103.71,332.54,316,0,Active
PRD-001335,Haircare Item 1335,D06,Beauty & Personal Care,Haircare,SUP-012,SKU-0001335,588.24,1771.25,157,0,Active
PRD-001336,Haircare Item 1336,D06,Beauty & Personal Care,Haircare,SUP-005,SKU-0001336,677.93,2300.62,391,0,Active
PRD-001337,Fragrances Item 1337,D06,Beauty & Personal Care,Fragrances,SUP-001,SKU-0001337,246.34,716.84,336,0,Seasonal
PRD-001338,Skincare Item 1338,D06,Beauty & Personal Care,Skincare,SUP-009,SKU-0001338,505.4,1083.34,246,0,Seasonal
PRD-001339,Makeup Item 1339,D06,Beauty & Personal Care,Makeup,SUP-001,SKU-0001339,328.22,1056.2,178,0,Active
PRD-001340,Haircare Item 1340,D06,Beauty & Personal Care,Haircare,SUP-001,SKU-0001340,337.4,1048.73,356,0,Active
PRD-001341,Fragrances Item 1341,D06,Beauty & Personal Care,Fragrances,SUP-001,SKU-0001341,73.19,219.46,180,0,Discontinued
PRD-001342,Fragrances Item 1342,D06,Beauty & Personal Care,Fragrances,SUP-014,SKU-0001342,50.6,86.96,287,0,Active
PRD-001343,Haircare Item 1343,D06,Beauty & Personal Care,Haircare,SUP-012,SKU-0001343,286.97,830.91,122,0,Active
PRD-001344,Haircare Item 1344,D06,Beauty & Personal Care,Haircare,SUP-015,SKU-0001344,8.59,29.13,446,0,Active
PRD-001345,Makeup Item 1345,D06,Beauty & Personal Care,Makeup,SUP-002,SKU-0001345,771.93,2677.55,153,0,Active
PRD-001346,Makeup Item 1346,D06,Beauty & Personal Care,Makeup,SUP-013,SKU-0001346,572.95,922.64,183,0,Active
PRD-001347,Fragrances Item 1347,D06,Beauty & Personal Care,Fragrances,SUP-003,SKU-0001347,664.32,1698.61,446,0,Seasonal
PRD-001348,Makeup Item 1348,D06,Beauty & Personal Care,Makeup,SUP-011,SKU-0001348,563.96,721.46,145,0,Seasonal
PRD-001349,Haircare Item 1349,D06,Beauty & Personal Care,Haircare,SUP-007,SKU-0001349,534.06,765.08,267,0,Active
PRD-001350,Makeup Item 1350,D06,Beauty & Personal Care,Makeup,SUP-010,SKU-0001350,181.89,496.39,260,0,Discontinued
PRD-001351,Haircare Item 1351,D06,Beauty & Personal Care,Haircare,SUP-011,SKU-0001351,367.43,795.94,115,0,Active
PRD-001352,Makeup Item 1352,D06,Beauty & Personal Care,Makeup,SUP-006,SKU-0001352,798.31,2278.57,288,0,Discontinued
PRD-001353,Fragrances Item 1353,D06,Beauty & Personal Care,Fragrances,SUP-006,SKU-0001353,123.6,315.87,32,0,Active
PRD-001354,Makeup Item 1354,D06,Beauty & Personal Care,Makeup,SUP-006,SKU-0001354,728.71,1728.26,53,0,Active
PRD-001355,Fragrances Item 1355,D06,Beauty & Personal Care,Fragrances,SUP-011,SKU-0001355,388.33,600.96,152,0,Active
PRD-001356,Makeup Item 1356,D06,Beauty & Personal Care,Makeup,SUP-006,SKU-0001356,62.03,163.67,159,0,Discontinued
PRD-001357,Skincare Item 1357,D06,Beauty & Personal Care,Skincare,SUP-008,SKU-0001357,311.64,901.83,244,0,Active
PRD-001358,Skincare Item 1358,D06,Beauty & Personal Care,Skincare,SUP-008,SKU-0001358,378.95,901.97,346,0,Active
PRD-001359,Makeup Item 1359,D06,Beauty & Personal Care,Makeup,SUP-011,SKU-0001359,380.43,454.25,158,0,Active
PRD-001360,Makeup Item 1360,D06,Beauty & Personal Care,Makeup,SUP-007,SKU-0001360,790.72,2459.64,292,0,Seasonal
PRD-001361,Makeup Item 1361,D06,Beauty & Personal Care,Makeup,SUP-004,SKU-0001361,510.68,1480.46,138,0,Active
PRD-001362,Skincare Item 1362,D06,Beauty & Personal Care,Skincare,SUP-015,SKU-0001362,677.86,1062.93,31,0,Seasonal
PRD-001363,Makeup Item 1363,D06,Beauty & Personal Care,Makeup,SUP-005,SKU-0001363,255.7,355.99,69,0,Seasonal
PRD-001364,Fragrances Item 1364,D06,Beauty & Personal Care,Fragrances,SUP-013,SKU-0001364,755.01,1209.4,185,0,Discontinued
PRD-001365,Haircare Item 1365,D06,Beauty & Personal Care,Haircare,SUP-008,SKU-0001365,794.12,1468.07,77,0,Active
PRD-001366,Skincare Item 1366,D06,Beauty & Personal Care,Skincare,SUP-012,SKU-0001366,550.23,1734.65,103,0,Seasonal
PRD-001367,Makeup Item 1367,D06,Beauty & Personal Care,Makeup,SUP-010,SKU-0001367,788.14,1184.16,294,0,Seasonal
PRD-001368,Haircare Item 1368,D06,Beauty & Personal Care,Haircare,SUP-007,SKU-0001368,562.93,878.9,467,0,Active
PRD-001369,Makeup Item 1369,D06,Beauty & Personal Care,Makeup,SUP-006,SKU-0001369,328.41,845.61,402,0,Discontinued
PRD-001370,Haircare Item 1370,D06,Beauty & Personal Care,Haircare,SUP-011,SKU-0001370,286.83,638.74,298,0,Active
PRD-001371,Skincare Item 1371,D06,Beauty & Personal Care,Skincare,SUP-015,SKU-0001371,716.67,870.91,297,0,Active
PRD-001372,Fragrances Item 1372,D06,Beauty & Personal Care,Fragrances,SUP-015,SKU-0001372,413.49,1228.83,33,0,Discontinued
PRD-001373,Makeup Item 1373,D06,Beauty & Personal Care,Makeup,SUP-009,SKU-0001373,658.2,882.07,390,0,Active
PRD-001374,Fragrances Item 1374,D06,Beauty & Personal Care,Fragrances,SUP-004,SKU-0001374,102.41,176.27,425,0,Active
PRD-001375,Haircare Item 1375,D06,Beauty & Personal Care,Haircare,SUP-014,SKU-0001375,121.07,189.52,63,0,Seasonal
PRD-001376,Haircare Item 1376,D06,Beauty & Personal Care,Haircare,SUP-013,SKU-0001376,578.56,1298.16,339,0,Active
PRD-001377,Haircare Item 1377,D06,Beauty & Personal Care,Haircare,SUP-013,SKU-0001377,515.74,1767.59,195,0,Active
PRD-001378,Makeup Item 1378,D06,Beauty & Personal Care,Makeup,SUP-007,SKU-0001378,617.35,1951.98,200,0,Discontinued
PRD-001379,Skincare Item 1379,D06,Beauty & Personal Care,Skincare,SUP-009,SKU-0001379,180.31,620.67,82,0,Seasonal
PRD-001380,Haircare Item 1380,D06,Beauty & Personal Care,Haircare,SUP-003,SKU-0001380,124.01,235.67,131,0,Active
PRD-001381,Makeup Item 1381,D06,Beauty & Personal Care,Makeup,SUP-010,SKU-0001381,185.07,509.52,462,0,Active
PRD-001382,Haircare Item 1382,D06,Beauty & Personal Care,Haircare,SUP-003,SKU-0001382,239.11,440.55,91,0,Active
PRD-001383,Skincare Item 1383,D06,Beauty & Personal Care,Skincare,SUP-004,SKU-0001383,495.34,1619.52,292,0,Active
PRD-001384,Skincare Item 1384,D06,Beauty & Personal Care,Skincare,SUP-004,SKU-0001384,438.13,1466.1,357,0,Seasonal
PRD-001385,Skincare Item 1385,D06,Beauty & Personal Care,Skincare,SUP-013,SKU-0001385,11.44,22.16,110,0,Active
PRD-001386,Haircare Item 1386,D06,Beauty & Personal Care,Haircare,SUP-007,SKU-0001386,93.82,293.72,343,0,Discontinued
PRD-001387,Fragrances Item 1387,D06,Beauty & Personal Care,Fragrances,SUP-003,SKU-0001387,766.45,1570.15,203,0,Discontinued
PRD-001388,Haircare Item 1388,D06,Beauty & Personal Care,Haircare,SUP-011,SKU-0001388,476.74,1605.8,21,0,Active
PRD-001389,Fragrances Item 1389,D06,Beauty & Personal Care,Fragrances,SUP-013,SKU-0001389,619.35,1139.99,486,0,Seasonal
PRD-001390,Skincare Item 1390,D06,Beauty & Personal Care,Skincare,SUP-003,SKU-0001390,753.65,925.91,294,0,Active
PRD-001391,Fragrances Item 1391,D06,Beauty & Personal Care,Fragrances,SUP-004,SKU-0001391,500.97,1526.7,134,0,Seasonal
PRD-001392,Haircare Item 1392,D06,Beauty & Personal Care,Haircare,SUP-013,SKU-0001392,129.24,222.83,226,0,Active
PRD-001393,Skincare Item 1393,D06,Beauty & Personal Care,Skincare,SUP-014,SKU-0001393,239.79,167.85,168,0,Seasonal
PRD-001394,Makeup Item 1394,D06,Beauty & Personal Care,Makeup,SUP-005,SKU-0001394,693.09,1111.91,330,0,Active
PRD-001395,Haircare Item 1395,D06,Beauty & Personal Care,Haircare,SUP-003,SKU-0001395,170.38,350.17,343,0,Active
PRD-001396,Makeup Item 1396,D06,Beauty & Personal Care,Makeup,SUP-015,SKU-0001396,246.35,829.92,424,0,Active
PRD-001397,Fragrances Item 1397,D06,Beauty & Personal Care,Fragrances,SUP-015,SKU-0001397,488.42,341.89,138,0,Active
PRD-001398,Haircare Item 1398,D06,Beauty & Personal Care,Haircare,SUP-015,SKU-0001398,663.74,1986.69,208,0,Seasonal
PRD-001399,Fragrances Item 1399,D06,Beauty & Personal Care,Fragrances,SUP-007,SKU-0001399,571.87,1118.44,495,0,Discontinued
PRD-001400,Fragrances Item 1400,D06,Beauty & Personal Care,Fragrances,SUP-003,SKU-0001400,208.03,641.92,41,0,Discontinued
PRD-001401,Fragrances Item 1401,D06,Beauty & Personal Care,Fragrances,SUP-013,SKU-0001401,95.84,279.49,287,0,Active
PRD-001402,Fragrances Item 1402,D06,Beauty & Personal Care,Fragrances,SUP-006,SKU-0001402,457.91,761.01,226,0,Seasonal
PRD-001403,Board Games Item 1403,D07,Toys & Games,Board Games,SUP-005,SKU-0001403,192.12,423.23,472,0,Active
PRD-001404,Educational Item 1404,D07,Toys & Games,Educational,SUP-003,SKU-0001404,109.03,153.56,281,0,Active
PRD-001405,Board Games Item 1405,D07,Toys & Games,Board Games,SUP-015,SKU-0001405,97.13,230.61,350,0,Active
PRD-001406,Action Figures Item 1406,D07,Toys & Games,Action Figures,SUP-006,SKU-0001406,332.74,1121.82,368,0,Seasonal
PRD-001407,Action Figures Item 1407,D07,Toys & Games,Action Figures,SUP-002,SKU-0001407,737.75,2236.24,277,0,Active
PRD-001408,Educational Item 1408,D07,Toys & Games,Educational,SUP-001,SKU-0001408,796.56,1043.22,454,0,Active
PRD-001409,Educational Item 1409,D07,Toys & Games,Educational,SUP-002,SKU-0001409,256.16,852.22,237,0,Active
PRD-001410,Board Games Item 1410,D07,Toys & Games,Board Games,SUP-002,SKU-0001410,392.48,1085.83,156,0,Seasonal
PRD-001411,Outdoor Toys Item 1411,D07,Toys & Games,Outdoor Toys,SUP-007,SKU-0001411,280.49,479.44,128,0,Discontinued
PRD-001412,Outdoor Toys Item 1412,D07,Toys & Games,Outdoor Toys,SUP-011,SKU-0001412,614.43,850.79,225,0,Active
PRD-001413,Educational Item 1413,D07,Toys & Games,Educational,SUP-014,SKU-0001413,740.79,2287.95,413,0,Discontinued
PRD-001414,Board Games Item 1414,D07,Toys & Games,Board Games,SUP-004,SKU-0001414,727.7,2317.76,37,0,Active
PRD-001415,Educational Item 1415,D07,Toys & Games,Educational,SUP-007,SKU-0001415,154.99,303.31,470,0,Active
PRD-001416,Board Games Item 1416,D07,Toys & Games,Board Games,SUP-013,SKU-0001416,187.91,634.73,314,0,Discontinued
PRD-001417,Educational Item 1417,D07,Toys & Games,Educational,SUP-006,SKU-0001417,240.89,742.29,150,0,Active
PRD-001418,Educational Item 1418,D07,Toys & Games,Educational,SUP-008,SKU-0001418,290.91,412.56,19,0,Active
PRD-001419,Outdoor Toys Item 1419,D07,Toys & Games,Outdoor Toys,SUP-013,SKU-0001419,42.8,84.37,291,0,Active
PRD-001420,Outdoor Toys Item 1420,D07,Toys & Games,Outdoor Toys,SUP-009,SKU-0001420,110.13,347.13,375,0,Seasonal
PRD-001421,Outdoor Toys Item 1421,D07,Toys & Games,Outdoor Toys,SUP-006,SKU-0001421,216.98,151.89,404,0,Active
PRD-001422,Outdoor Toys Item 1422,D07,Toys & Games,Outdoor Toys,SUP-004,SKU-0001422,489.17,1243.48,87,0,Discontinued
PRD-001423,Board Games Item 1423,D07,Toys & Games,Board Games,SUP-006,SKU-0001423,90.61,221.86,11,0,Discontinued
PRD-001424,Action Figures Item 1424,D07,Toys & Games,Action Figures,SUP-007,SKU-0001424,641.55,771.86,338,0,Seasonal
PRD-001425,Outdoor Toys Item 1425,D07,Toys & Games,Outdoor Toys,SUP-009,SKU-0001425,29.65,46.99,53,0,Active
PRD-001426,Educational Item 1426,D07,Toys & Games,Educational,SUP-009,SKU-0001426,699.22,2436.78,245,0,Seasonal
PRD-001427,Board Games Item 1427,D07,Toys & Games,Board Games,SUP-003,SKU-0001427,259.24,428.3,423,0,Seasonal
PRD-001428,Board Games Item 1428,D07,Toys & Games,Board Games,SUP-011,SKU-0001428,621.17,1469.52,212,0,Seasonal
PRD-001429,Outdoor Toys Item 1429,D07,Toys & Games,Outdoor Toys,SUP-011,SKU-0001429,96.0,148.27,14,0,Active
PRD-001430,Board Games Item 1430,D07,Toys & Games,Board Games,SUP-001,SKU-0001430,26.19,83.57,268,0,Active
PRD-001431,Outdoor Toys Item 1431,D07,Toys & Games,Outdoor Toys,SUP-015,SKU-0001431,637.16,1247.39,420,0,Discontinued
PRD-001432,Board Games Item 1432,D07,Toys & Games,Board Games,SUP-012,SKU-0001432,732.98,2118.33,420,0,Active
PRD-001433,Action Figures Item 1433,D07,Toys & Games,Action Figures,SUP-009,SKU-0001433,378.38,1164.4,156,0,Seasonal
PRD-001434,Outdoor Toys Item 1434,D07,Toys & Games,Outdoor Toys,SUP-006,SKU-0001434,630.54,1083.46,77,0,Active
PRD-001435,Action Figures Item 1435,D07,Toys & Games,Action Figures,SUP-010,SKU-0001435,563.73,832.78,438,0,Discontinued
PRD-001436,Educational Item 1436,D07,Toys & Games,Educational,SUP-008,SKU-0001436,754.4,1073.48,288,0,Active
PRD-001437,Educational Item 1437,D07,Toys & Games,Educational,SUP-008,SKU-0001437,107.58,128.34,385,0,Active
PRD-001438,Outdoor Toys Item 1438,D07,Toys & Games,Outdoor Toys,SUP-003,SKU-0001438,531.2,1100.14,308,0,Seasonal
PRD-001439,Action Figures Item 1439,D07,Toys & Games,Action Figures,SUP-001,SKU-0001439,179.16,125.41,223,0,Active
PRD-001440,Outdoor Toys Item 1440,D07,Toys & Games,Outdoor Toys,SUP-007,SKU-0001440,395.82,1367.03,111,0,Discontinued
PRD-001441,Board Games Item 1441,D07,Toys & Games,Board Games,SUP-015,SKU-0001441,210.74,683.95,359,0,Active
PRD-001442,Educational Item 1442,D07,Toys & Games,Educational,SUP-004,SKU-0001442,252.78,324.57,104,0,Active
PRD-001443,Outdoor Toys Item 1443,D07,Toys & Games,Outdoor Toys,SUP-012,SKU-0001443,749.96,1015.52,95,0,Active
PRD-001444,Board Games Item 1444,D07,Toys & Games,Board Games,SUP-006,SKU-0001444,397.5,1051.21,498,0,Discontinued
PRD-001445,Educational Item 1445,D07,Toys & Games,Educational,SUP-013,SKU-0001445,635.46,1761.83,411,0,Active
PRD-001446,Board Games Item 1446,D07,Toys & Games,Board Games,SUP-003,SKU-0001446,217.66,657.66,329,0,Seasonal
PRD-001447,Outdoor Toys Item 1447,D07,Toys & Games,Outdoor Toys,SUP-015,SKU-0001447,731.38,1939.44,14,0,Discontinued
PRD-001448,Educational Item 1448,D07,Toys & Games,Educational,SUP-013,SKU-0001448,532.01,1667.67,53,0,Active
PRD-001449,Action Figures Item 1449,D07,Toys & Games,Action Figures,SUP-012,SKU-0001449,186.07,493.42,305,0,Active
PRD-001450,Outdoor Toys Item 1450,D07,Toys & Games,Outdoor Toys,SUP-009,SKU-0001450,608.84,1608.68,342,0,Active
PRD-001451,Outdoor Toys Item 1451,D07,Toys & Games,Outdoor Toys,SUP-004,SKU-0001451,47.87,103.87,129,0,Active
PRD-001452,Action Figures Item 1452,D07,Toys & Games,Action Figures,SUP-001,SKU-0001452,327.26,451.75,356,0,Active
PRD-001453,Board Games Item 1453,D07,Toys & Games,Board Games,SUP-009,SKU-0001453,180.16,485.77,402,0,Active
PRD-001454,Action Figures Item 1454,D07,Toys & Games,Action Figures,SUP-013,SKU-0001454,767.73,950.73,460,0,Active
PRD-001455,Action Figures Item 1455,D07,Toys & Games,Action Figures,SUP-007,SKU-0001455,221.7,733.32,412,0,Discontinued
PRD-001456,Outdoor Toys Item 1456,D07,Toys & Games,Outdoor Toys,SUP-011,SKU-0001456,626.0,972.28,240,0,Active
PRD-001457,Action Figures Item 1457,D07,Toys & Games,Action Figures,SUP-003,SKU-0001457,337.85,611.08,156,0,Discontinued
PRD-001458,Outdoor Toys Item 1458,D07,Toys & Games,Outdoor Toys,SUP-007,SKU-0001458,639.37,759.75,50,0,Active
PRD-001459,Educational Item 1459,D07,Toys & Games,Educational,SUP-002,SKU-0001459,418.78,1270.44,202,0,Active
PRD-001460,Outdoor Toys Item 1460,D07,Toys & Games,Outdoor Toys,SUP-013,SKU-0001460,25.71,56.39,459,0,Seasonal
PRD-001461,Outdoor Toys Item 1461,D07,Toys & Games,Outdoor Toys,SUP-013,SKU-0001461,535.7,1069.3,47,0,Active
PRD-001462,Action Figures Item 1462,D07,Toys & Games,Action Figures,SUP-009,SKU-0001462,637.98,1477.18,116,0,Active
PRD-001463,Board Games Item 1463,D07,Toys & Games,Board Games,SUP-012,SKU-0001463,244.91,309.45,286,0,Active
PRD-001464,Board Games Item 1464,D07,Toys & Games,Board Games,SUP-012,SKU-0001464,366.32,1200.76,105,0,Discontinued
